1
55
         ,     CH01,     CH02,     CH03,     CH04,     CH05,     CH06,     CH07,     CH08,     CH09,     CH10,     CH11,     CH12,     CH13,     CH14,     CH15,     CH16,
       36,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       37,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       38,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       39,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       40,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       41,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       42,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       43,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       44,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       45,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       46,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
