1
82
         ,     CH01,     CH02,     CH03,     CH04,     CH05,     CH06,     CH07,     CH08,     CH09,     CH10,     CH11,     CH12,     CH13,     CH14,     CH15,     CH16,
       45,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,    0.000,    0.010,   -0.011,    0.029,   -0.034,
       46,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,    0.000,    0.010,   -0.011,    0.029,   -0.034,
       47,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,    0.000,    0.010,   -0.011,    0.029,   -0.034,
       48,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,    0.000,    0.010,   -0.011,    0.029,   -0.034,
       49,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,    0.000,    0.010,   -0.011,    0.029,   -0.034,
       50,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,    0.000,    0.010,   -0.011,    0.029,   -0.034,
       51,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       52,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       53,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       54,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       55,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       56,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       57,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       58,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       59,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       60,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
